case,seed,member,xline_all_values,yline_all_values,X_all_values,area_per_wavelength_mm,inertia_per_wavelength_mm3,effective_Ez_MPa,radius_1_mm,radius_2_mm,feasible,constraint_violation,pareto_member_within_seed,cross_seed_pareto
C034,11,39,0.09550948073621594,1183.597431647924,"[0.1, 6.366562500224667, 6.19028051201217, 8.846463212915358, 10.0, 0.0002598583379332737, 0.0, 7.9, 2.200832189930383, 0.15]",0.47754740368107973,0.575480284027074,0.8448818603870228,1.0992416294584695,2.2641821298486926,True,0.0,True,True
C034,11,24,0.09563802623678587,1162.191292978601,"[0.1, 10.0, 6.5180193197939875, 5.328566465325467, 10.0, 0.042935292514301476, 0.0, 7.9, 2.2, 0.15]",0.47819013118392933,0.5751176068166135,0.8604435483568991,1.1757461064989947,2.324587364964131,True,0.0,True,True
C034,11,22,0.09564893082866714,1078.8469106041455,"[0.1, 9.252725972893291, 5.509699946512453, 4.94984794490836, 10.0, 0.08890715485578028, 0.0, 7.9, 2.2, 0.15]",0.4782446541433357,0.5749952901113377,0.9269155708477751,0.9803817102119056,2.50848689384636,True,0.0,True,True
C034,11,38,0.09572771929066694,1052.7018683700553,"[4.2589542883935305, 7.718623025154218, 7.413054207295168, 8.79106905255888, 10.0, 0.0, 0.0, 7.9, 2.2, 0.15]",0.4786385964533347,0.5779496752371224,0.9499365680316917,1.0721225316216805,1.5654158709519035,True,0.0,True,True
C034,11,30,0.09573576385399359,1029.1504827205645,"[0.1, 5.649018279999783, 5.025684905976997, 5.573192985092997, 10.0, 0.09001004605249129, 0.04781592026521604, 7.9, 2.2, 0.15]",0.4786788192699679,0.5785254365897478,0.971675198904338,1.0209807700721183,2.5428249056035943,True,0.0,True,True
C034,11,11,0.09580310829705635,978.8196626317682,"[2.934750223409659, 8.062390701409987, 6.054041172588729, 5.910702187949859, 10.0, 0.07007722185574869, 0.009474549272507217, 7.9, 2.2, 0.15]",0.47901554148528175,0.5781746778562968,1.0216386513030233,0.9581752911645506,1.4984116682533792,True,0.0,True,True
C034,11,8,0.09599970898068932,873.8231390150211,"[10.0, 8.139038323020232, 8.338044293375644, 9.501344049778472, 10.0, 0.0, 0.06436574318937688, 7.9, 2.2, 0.15]",0.4799985449034466,0.5805270764906298,1.1443963376012294,0.9201492330893469,0.9716729369481185,True,0.0,True,True
C034,11,31,0.09616078354580529,814.3360623839595,"[4.201275575546017, 9.502248316062527, 6.487375510695935, 3.517175148705089, 10.0, 0.10972166753328066, 0.0, 7.9, 2.2, 0.15]",0.4808039177290265,0.5806923746614279,1.2279942473289363,1.0027189603601097,1.0326808911668488,True,0.0,True,True
C034,11,34,0.09622302185362461,807.4115407202469,"[10.0, 5.451948637295068, 8.559247991937081, 10.0, 10.0, 0.0, 0.07688187306652863, 7.9, 2.2, 0.15]",0.481115109268123,0.5829178391720472,1.2385257697802483,1.0344421275582334,1.0399268227442833,True,0.0,True,True
C034,11,14,0.0963597533453491,753.4577612304453,"[10.0, 4.541542784478282, 8.561481924594958, 10.0, 10.0, 0.0, 0.0, 7.9, 2.2, 0.15]",0.4817987667267455,0.5839702278217058,1.3272144126127725,0.9529486856324683,0.9592854125523219,True,0.0,True,True
C034,11,20,0.09664104670113784,672.4403081828085,"[8.86882856311777, 3.84756599621539, 7.587755218353782, 6.438287353357555, 10.0, 0.08459341566517226, 0.0, 7.9, 2.2, 0.15]",0.48320523350568917,0.5873932090426085,1.487120846015884,0.9312332971245446,0.9311327365154274,True,0.0,True,True
C034,29,10,0.09688959610742696,610.3532415119364,"[10.0, 0.5815536399123549, 9.680768469298748, 10.0, 0.1, 0.0, 0.0, 7.9, 2.2, 0.15]",0.48444798053713484,0.5856666234399968,1.6383954929490505,2.864625261111361,0.9118570892145779,True,0.0,True,True
C034,3,35,0.09698312691747765,423.46505463580604,"[0.1, 10.0, 6.258829286082422, 0.13192985137124502, 6.520222395511445, 0.1901488897935476, 0.0, 7.899453768874846, 2.263247634293263, 0.15]",0.4849156345873883,0.6093718056391085,2.3614699466996942,0.9517234268089461,1.314546241437675,True,0.0,True,True
C034,3,2,0.09727965113019539,335.2583229298758,"[0.1, 7.8377338107636465, 5.3704513326770495, 0.1, 8.502212155704674, 0.24760680428664517, 0.05171502185167934, 7.9, 2.3355820203239204, 0.15]",0.48639825565097694,0.6500276804867798,2.9827745699520327,0.9019137362976754,1.2255818221536485,True,0.0,True,True
C034,3,11,0.0978907952541223,208.92480710526283,"[0.1, 0.1, 7.859908933077914, 9.26329617063609, 6.7395688118488675, 0.061262221115020665, 0.17958560063302614, 7.9, 2.2, 0.15]",0.4894539762706115,0.5863875384460919,4.786411024403478,0.9096306699755016,0.9030833689886736,True,0.0,True,True
C034,3,29,0.09798289660149426,165.7717431016449,"[0.1, 0.1, 7.696993804277903, 9.631111933555292, 9.363193061493405, 0.0448856553188422, 0.270064971682538, 7.9, 2.2, 0.15]",0.4899144830074713,0.5891894304117301,6.03239117409074,0.9253193265311485,1.308954445035991,True,0.0,True,True
C034,3,28,0.09807086709242628,162.649055504766,"[0.1, 0.1, 9.589227019108687, 10.0, 10.0, 0.010721946631717733, 0.20195297783954433, 7.9, 2.2080609282607027, 0.15]",0.4903543354621314,0.5946883001682435,6.148206621284054,0.9192677048453689,0.9629043188671389,True,0.0,True,True
C034,3,15,0.1000410977038643,158.43588945371994,"[0.1, 0.1, 10.0, 10.0, 10.0, 0.0, 0.05886609165188391, 7.9, 2.3409424660004015, 0.15174799245422066]",0.5002054885193215,0.6718703178943457,6.311701240469925,0.9114920345929606,0.913268601198942,True,0.0,True,True
C034,11,5,0.10186013131678831,155.59566216887347,"[0.10044888386885985, 0.1, 9.3577752913756, 9.671852042606226, 10.0, 0.0, 0.0, 7.9, 2.7605160266865285, 0.15086176440792345]",0.5093006565839415,0.9090724531590637,6.426914388620067,0.9566554194234933,0.9981050544986421,True,0.0,True,True
C034,29,11,0.1020484416986673,143.7841434944777,"[10.0, 0.1, 5.875414989185431, 0.1, 0.1, 0.0, 0.016146690353541514, 7.878312776208112, 2.666192874788035, 0.15]",0.5102422084933365,0.8729408163718694,6.954869818718271,1.0099536013611432,1.002200260508012,True,0.0,True,True
C034,3,10,0.10459129414499575,138.58048267683583,"[0.1, 0.1, 8.19140115392442, 10.0, 10.0, 0.01689183507007338, 0.13167035568359137, 7.9, 2.294028086853335, 0.15889767470376193]",0.5229564707249788,0.68336002959049,7.216023358296134,0.9086524775065995,0.9585489674752565,True,0.0,True,True
C034,3,12,0.10784467084117551,137.22842423266246,"[0.1, 0.1, 7.134263591997985, 8.183396562620842, 10.0, 0.07562465111568162, 0.2512811134841584, 7.9, 2.2, 0.16474407915982364]",0.5392233542058775,0.6634821150235873,7.287120037934421,0.9470921315933971,1.4118081875691197,True,0.0,True,True
C034,29,7,0.10922710134926872,115.86984506698525,"[10.0, 0.1, 5.227674750278846, 0.1, 0.1, 0.0, 0.04215391110220312, 7.9, 3.673202547908292, 0.15065345627724644]",0.5461355067463436,1.6251254455329205,8.63037315206465,1.4384227724302177,1.0407701777098177,True,0.0,True,True
C034,11,12,0.11536120417747979,111.12682919087177,"[10.0, 0.1, 10.0, 0.1, 10.0, 0.040829452189708126, 0.06601574421784788, 7.9, 4.0, 0.15826385169735718]",0.576806020887399,2.011173807560897,8.998727015619217,0.9993158613137854,1.0441597439423569,True,0.0,True,True
C034,29,19,0.11620406922737234,95.99136915475887,"[10.0, 0.1, 4.46098528638494, 0.1, 0.1, 0.0, 0.06185353830976631, 7.897578160011428, 2.933829500540174, 0.1669734675023168]",0.5810203461368617,1.1862204507712937,10.417603257515616,1.2034036699478228,0.9195619426580374,True,0.0,True,True
C034,29,13,0.12831762004648267,85.67848486177144,"[10.0, 0.1, 4.584983732128959, 0.1, 0.1, 0.0, 0.0, 7.845189644423651, 2.97336393797085, 0.1836457135391332]",0.6415881002324134,1.3603754536780033,11.671541596625342,1.2466072324299804,0.972398428633852,True,0.0,True,True
C034,29,18,0.12933181333142746,82.49734768004609,"[9.310060740527948, 0.1, 3.8963055282752332, 0.1, 0.1, 0.04027954554260186, 0.01332683174249771, 7.882876007186107, 2.74927837761493, 0.18752074507771693]",0.6466590666571373,1.204165562035924,12.121601822622878,1.3393085255651107,0.906128926288169,True,0.0,True,True
C034,29,16,0.13320878252564955,77.63599300731211,"[10.0, 0.1, 4.0907316192366014, 0.1, 0.1, 0.0, 0.016292729902216724, 7.858009280461133, 3.707007744101108, 0.18206441641400883]",0.6660439126282478,2.0545094051283814,12.880623551833947,1.5391121357672644,0.9084627590013585,True,0.0,True,True
C034,29,6,0.14190833658403137,75.80203700709609,"[10.0, 0.10490758845872428, 4.327296353661508, 0.1, 0.1, 0.0, 0.0, 7.868522691683938, 4.0, 0.1908441193021343]",0.7095416829201568,2.5090930032920205,13.192257615799779,1.5858670145822638,0.9404803940770772,True,0.0,True,True
C034,29,8,0.14422371010006357,73.60054071064273,"[10.0, 0.1, 4.3411352561926435, 0.1, 0.1, 0.0, 0.0, 7.785581961887953, 4.0, 0.19346449763210585]",0.7211185505003179,2.550205939226745,13.58685670437471,1.5826161082416037,0.931329054437031,True,0.0,True,True
C034,11,4,0.15648892647499502,71.77258235137207,"[10.0, 0.1, 10.0, 0.1, 10.0, 0.0, 0.04046851920289054, 7.9, 2.672964156822994, 0.23161083884683098]",0.7824446323749751,1.46311521957923,13.93289703726096,0.9340620234656998,0.9712168495657447,True,0.0,True,True
C034,29,21,0.15855971732092178,70.36358358241503,"[10.0, 0.1, 4.9750186741539775, 0.1, 0.1, 0.09411062667083986, 0.06748475120723973, 7.851967730674508, 3.203323772170571, 0.22455008375533209]",0.7927985866046089,1.9779585720682473,14.211896965547897,1.256578119252309,0.9954560272591068,True,0.0,True,True
C034,29,20,0.15907460938859594,66.59091210807621,"[10.0, 0.1, 4.33081173143002, 0.1, 0.1, 0.06122848369852803, 0.05694890732172965, 7.857683167111023, 4.0, 0.2139514412927683]",0.7953730469429797,2.8566897795308206,15.017064166008307,1.5884546855498805,0.9369064855248636,True,0.0,True,True
C034,11,3,0.16622952135789132,65.73952919266732,"[10.0, 0.1, 10.0, 0.1, 10.0, 0.0, 0.07162821669157485, 7.9, 2.585191830619849, 0.2472490306088412]",0.8311476067894566,1.4948625799598063,15.211547942018749,0.9004272886310726,0.9143982299925693,True,0.0,True,True
C034,3,37,0.1675505956011197,63.706834789383436,"[0.1, 0.1, 4.828503839810823, 0.9879702821820828, 10.0, 0.49335861650387475, 0.4931890359989387, 7.8988755739581356, 2.519590418002241, 0.25]",0.8377529780055986,1.4498475681730203,15.69690290384113,0.9112116235714178,1.1087860737493116,True,0.0,True,True
C034,29,26,0.17253402728273456,59.73433001771423,"[10.0, 0.1, 4.796091111139747, 0.1, 0.1, 0.0, 0.05767114848781925, 7.784006735631224, 2.7759211854791133, 0.25]",0.8626701364136729,1.7345155692978602,16.740792099006548,1.1054527630421729,0.9301813407057579,True,0.0,True,True
