case,seed,member,xline_all_values,yline_all_values,X_all_values,area_per_wavelength_mm,inertia_per_wavelength_mm3,effective_Ez_MPa,radius_1_mm,radius_2_mm,feasible,constraint_violation,pareto_member_within_seed
C035,3,10,0.17607465225404625,0.30634712411140314,"[0.1, 2.6136245683021535, 9.617486763820336, 0.1, 9.437950987778919, 0.1425824947383004, 0.044041016086515346, 7.839914748300673, 4.0, 0.2446303813199246]",0.8803732612702313,3.264270891723305,5.951314846206896,1.4450655639054466,1.594055881469816,True,0.0,True
C035,3,11,0.09969323367745452,0.960319034837013,"[0.1, 7.125306988812971, 10.0, 7.6205641465812635, 9.93102659444943, 0.0, 0.033503008629055364, 7.9, 3.0116252876537954, 0.15]",0.4984661683872726,1.0413206067187055,0.7691758663964199,1.5926385377501326,1.6356878932214844,True,0.0,True
C035,3,12,0.1713389925760303,0.31841384065066125,"[0.1, 6.033703800825943, 9.539766239202038, 0.1, 10.0, 0.07952980413765967, 0.14425369826607773, 7.9, 4.0, 0.23941981460006231]",0.8566949628801515,3.140566999086958,7.169355738701471,1.0412206674270408,2.171835774681078,True,0.0,True
C035,3,13,0.18125902801027644,0.2957185411476456,"[0.1, 0.2080283648767125, 9.625798251157763, 0.1, 9.515070281527665, 0.27110356208526604, 0.05538976796880475, 7.866500043485275, 4.0, 0.25]",0.9062951400513821,3.381593849743505,7.991213330310134,0.9667768256295993,0.9659245169969384,True,0.0,True
C035,3,14,0.16352368360426334,0.3359643027620625,"[0.1, 5.702308402305756, 9.500282042582208, 1.3405923308954169, 10.0, 0.06968118260370484, 0.19549588203267468, 7.9, 4.0, 0.22939200213371075]",0.8176184180213166,2.9765067055597942,3.1295498990353803,1.0031691527661533,2.1592214396730625,True,0.0,True
C035,3,15,0.12547258928501173,0.4533938507175026,"[0.1, 5.500133589373568, 9.673588626274995, 0.1, 9.973543469956573, 0.07923119926742862, 0.02231579604315293, 7.9, 4.0, 0.17548047016808446]",0.6273629464250586,2.205587919680615,4.19533226470985,1.228160013415996,1.9477730275306613,True,0.0,True
C035,3,16,0.10810287408799754,0.5307069023497168,"[0.1, 1.8787577730032794, 10.0, 0.1, 9.753526031650836, 0.0, 0.0, 7.9, 4.0, 0.15]",0.5405143704399877,1.8842792425960115,3.362088619604156,1.3428349555758334,1.6963167117657587,True,0.0,True
C035,3,17,0.10494934043152901,0.5594544664157217,"[0.1, 8.960672365980603, 10.0, 10.0, 10.0, 0.014490365049498351, 0.021324831383708498, 7.855528576296487, 4.0, 0.15]",0.5247467021576451,1.7874555661459601,0.9167038430369908,1.00550780178477,1.0247078188141705,True,0.0,True
C035,3,18,0.12161457423758411,0.4673745367463713,"[0.1, 2.635061030709496, 7.611737037877914, 0.1, 9.742492849526853, 0.0, 0.0, 7.861657343771483, 4.0, 0.169082364731239]",0.6080728711879205,2.139611642006648,4.431652861096019,1.1572466451666068,2.0146376943446622,True,0.0,True
C035,3,19,0.10052716007523219,0.8412229751168951,"[0.1, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 7.9, 3.245149272623896, 0.15]",0.502635800376161,1.18874546889431,0.7573682474966915,1.1916769653909758,1.2153149824944265,True,0.0,True
C035,3,20,0.10299589598307542,0.6581862932443985,"[0.1, 8.860464786770487, 10.0, 10.0, 9.919885008048945, 0.00641289586934575, 0.0, 7.9, 3.6813361656856207, 0.15]",0.5149794799153771,1.5193266864776214,0.8382764840716668,1.1090215089433493,1.1128474016179108,True,0.0,True
C035,3,21,0.1179902233239046,0.4861343172302883,"[0.1, 4.9668058082707915, 7.62307513966547, 0.1, 9.705418890252728, 0.0, 0.0, 7.9, 4.0, 0.1649616654744704]",0.589951116619523,2.057044657323146,4.370789679940122,1.0413058860474882,2.0802957275338163,True,0.0,True
C035,3,22,0.10150027274936473,0.7588176851827463,"[0.1, 10.0, 10.0, 10.0, 10.0, 0.0022175411218350316, 0.10804896333086791, 7.9, 3.4241378977315504, 0.15]",0.5075013637468236,1.3178396069658942,0.7848731568795001,1.0557509341485096,1.1679019988814237,True,0.0,True
C035,3,23,0.14340250668071894,0.3907000092814717,"[0.1, 5.393498422727603, 7.414116446720233, 0.1, 9.668054757285754, 0.008229746246664912, 0.0, 7.9, 4.0, 0.20065119445540552]",0.7170125334035947,2.5595085135500235,5.744325765074627,1.006628612991521,2.052960308710156,True,0.0,True
C035,3,24,0.09858943116776019,1.0596690781604945,"[0.1, 10.0, 9.79370909047394, 10.0, 10.0, 0.03539348278309991, 0.0414333727037666, 7.9, 2.8748790882213506, 0.15]",0.49294715583880094,0.9436908376489805,0.7187034058982895,1.303881112534048,1.3867091570096532,True,0.0,True
C035,3,25,0.16656803017100139,0.3254981021818984,"[0.1, 0.1, 8.202534447251418, 0.1, 9.472605910728099, 0.0, 0.0, 7.890753032591601, 4.0, 0.22942940729976904]",0.832840150855007,3.0722145330394866,9.111140139507981,1.3578527968624665,1.4774180860305313,True,0.0,True
C035,3,26,0.1002422199394517,0.8810914880092651,"[0.1, 10.0, 8.321590218758839, 10.0, 9.687095247612701, 0.03355930984526528, 0.07436937489834824, 7.788802408690561, 3.172238707326982, 0.15]",0.5012110996972585,1.1349559195712995,0.7938763526325837,0.9134714221008875,1.2685715936592545,True,0.0,True
C035,3,27,0.13658757069316438,0.41379616156439447,"[0.1, 7.657098971023886, 9.930773741345234, 4.467897627457083, 9.832675897528242, 0.0, 0.06857873117262364, 7.9, 4.0, 0.19383839482707657]",0.6829378534658219,2.4166488065510516,1.432579774931129,1.208753888486487,1.4818425296919466,True,0.0,True
C035,3,28,0.14698383774770585,0.37859364906626897,"[0.1, 4.348442211376815, 8.105308410860053, 0.1, 9.734333830525859, 0.0, 0.0, 7.9, 4.0, 0.20525657463503555]",0.7349191887385292,2.641354397957585,5.563639621147545,1.1153355339677629,2.1887744282935357,True,0.0,True
C035,3,29,0.1323520327382373,0.427736805875254,"[0.1, 5.526583601627022, 9.565603071985107, 5.709930770652603, 9.96765454104968, 0.05725041933093017, 0.0926046209684084, 7.9, 4.0, 0.1879345986459477]",0.6617601636911866,2.337886256839076,1.3488559208194486,1.3193382559752604,1.5205672091884956,True,0.0,True
C035,3,30,0.1296299467327578,0.4387077505224108,"[0.1, 7.472028719241592, 9.93711248429157, 1.0447302065587456, 10.0, 0.050826136770594915, 0.0, 7.9, 4.0, 0.18232214940026317]",0.6481497336637889,2.2794217763629785,2.4813961083513885,1.2098844442809948,1.7859423857331003,True,0.0,True
C035,3,31,0.1041276954393658,0.6162745446170286,"[0.1, 4.7995411721327415, 10.0, 8.888088658781172, 9.776057116018295, 0.0006273214767632041, 0.0, 7.9, 3.7866722150777283, 0.15]",0.520638477196829,1.6226534240862243,1.00151297639203,1.2598009536374637,1.237142246475819,True,0.0,True
C035,3,32,0.11250996943757122,0.526863777374524,"[0.1, 3.5744186086235037, 10.0, 8.437891110775817, 10.0, 0.0, 0.0, 6.912545561523833, 4.0, 0.15475917961478414]",0.5625498471878561,1.898023821229875,1.678388992577888,0.9792444150479787,0.994066839421562,True,0.0,True
C035,3,33,0.13941378686215156,0.40190666234819145,"[0.1, 4.841348066938639, 10.0, 2.5400799154542697, 9.943886848339199, 0.007335929746958353, 0.0, 7.9, 4.0, 0.19637627166178023]",0.6970689343107578,2.4881398933706924,1.8097866044123072,1.422857271451478,1.7057692566494536,True,0.0,True
C035,3,34,0.10283672243383575,0.7374533111344439,"[0.1, 4.94265771962819, 8.681473670689943, 10.0, 10.0, 0.0, 0.0, 7.598157395997727, 3.456292961577592, 0.15]",0.5141836121691787,1.3560180487381277,1.0453061057807784,1.015285151565956,1.2754734794257014,True,0.0,True
C035,3,35,0.11483218249914358,0.5056951097591393,"[0.1, 7.892372315992432, 10.0, 6.671023619463479, 10.0, 0.0, 0.0, 7.730158216212376, 4.0, 0.1628099472048477]",0.5741609124957179,1.9774761129809941,1.1171295844194982,1.1785396082229365,1.2361349710491314,True,0.0,True
C035,3,36,0.09913655914551694,1.0352662924403875,"[0.1, 5.46208700940718, 10.0, 8.617592359090217, 9.447273078843343, 0.0, 0.0, 7.9, 2.893100815350599, 0.15]",0.4956827957275847,0.9659350519785052,0.7623772088274056,1.572704678334287,1.4836110845386388,True,0.0,True
C035,3,37,0.09575892222133539,1.740180735948773,"[0.1, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 7.629164051173462, 2.2, 0.15]",0.4787946111066769,0.5746529537661987,0.7089754355178622,1.6370887160083485,1.6692080521090926,True,0.0,True
C035,3,38,0.18528500734319547,0.29299981148131726,"[0.1, 0.1, 6.998929577594906, 0.1, 7.078062375920087, 0.48925951746682583, 0.46481214423472583, 7.177254718436097, 4.0, 0.25]",0.9264250367159774,3.41297147921122,9.516649551130453,1.1813285804371727,1.2039160026203908,True,0.0,True
C035,3,39,0.1895549716536438,0.29137735395980285,"[0.1, 0.1, 4.396777083284881, 0.1, 7.583327486671306, 0.13837032435179292, 0.18021278619496087, 6.997304395899479, 4.0, 0.25]",0.947774858268219,3.4319757057645446,16.05395397740147,0.9155569983950936,1.584787403194725,True,0.0,True
C035,11,0,0.09507804021419336,1.7667435466537276,"[0.6279124563273644, 10.0, 5.669894600811906, 8.321548653554638, 5.525153315130971, 1.0, 1.0, 7.9, 2.2, 0.15]",0.4753902010709668,0.5660131046716056,0.6862644861372318,1.0363609285628244,1.223111836379625,True,0.0,True
C035,11,1,0.18505966250027914,0.29297500401938564,"[0.1, 0.1, 5.256889781946843, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9252983125013957,3.41326047028173,15.83538820349668,1.069604962020632,1.5688786392114171,True,0.0,True
C035,11,2,0.15322385419804513,0.36566428741174384,"[0.1, 0.1, 8.046503125414295, 1.5937911155217175, 10.0, 0.7513384165688883, 0.7033518654465928, 7.9, 3.95707938477383, 0.2129728066638594]",0.7661192709902256,2.734748878754966,9.116101419856179,0.9322263983423215,1.12982413126341,True,0.0,True
C035,11,3,0.11729240672369416,0.4838523734589997,"[0.1, 0.1, 8.588323659763924, 0.1, 10.0, 0.0, 0.03145940699224057, 7.9, 4.0, 0.1615880535711214]",0.5864620336184708,2.0667460879671333,5.898835495539503,1.331128695002646,1.4990760027502472,True,0.0,True
C035,11,4,0.14435681547663518,0.3832625164598378,"[0.1, 0.1, 8.976608947262571, 0.1, 10.0, 0.0, 0.039290151166644534, 7.9, 4.0, 0.1988833185087039]",0.7217840773831758,2.609177670795757,7.598796320986394,1.3458848188032033,1.4929581977891404,True,0.0,True
C035,11,5,0.11111302287169536,0.5147976223891741,"[1.1737892416782012, 0.1, 8.372122686711997, 0.1, 10.0, 0.24408174376635272, 0.05999590451008547, 7.9, 4.0, 0.1531830634111904]",0.5555651143584768,1.9425109140151098,5.887724746622478,0.9176016605320205,1.163160038548108,True,0.0,True
C035,11,6,0.13854182926368638,0.4073482476878909,"[0.1, 7.216610770714331, 9.050219646759809, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.19409766218824312]",0.692709146318432,2.4549019313965412,5.363674354853929,1.0490624240915203,1.8467815597459984,True,0.0,True
C035,11,7,0.10352231858363634,0.6568427586153059,"[0.1, 6.2486935636680165, 8.015523255816504, 4.773356775952108, 9.292444607643993, 0.09493749804464435, 0.0, 7.9, 3.6610185620675426, 0.15]",0.5176115929181817,1.5224343830905678,1.0183366559989115,1.2179524796180017,1.570338723401633,True,0.0,True
C035,11,8,0.10550801890818148,0.5786233734029161,"[0.3879872900298088, 4.466559451377959, 7.79441049456347, 2.692222594170026, 9.412597482155505, 0.682518425309699, 0.6442773341541, 7.9, 3.88274955055101, 0.15]",0.5275400945409074,1.7282398982933314,1.375265322498044,1.1145817831111922,1.512796351299025,True,0.0,True
C035,11,9,0.1214117869432931,0.4675937951648688,"[0.39610011593233657, 2.5381073110503927, 7.8358005876212875, 0.1, 10.0, 0.10762053444997652, 0.0, 7.9, 4.0, 0.16897986689855402]",0.6070589347164655,2.138608361232446,4.3161253905287404,1.270970857305078,1.842312372121031,True,0.0,True
C035,11,10,0.10038175681351476,0.8834276572101096,"[0.1, 10.0, 7.946165294983254, 5.340141686912608, 9.085417742444587, 0.0, 0.0, 7.9, 3.1573419736250834, 0.15]",0.5019087840675738,1.1319545996081097,0.8714149856829988,1.1121753805237706,1.5718508985059552,True,0.0,True
C035,11,11,0.13207292450450098,0.4258762761995792,"[0.1, 1.0571998531748381, 7.140831575056385, 0.6439859712997293, 7.167620727642275, 0.8981271438746475, 0.9688478253669928, 7.9, 4.0, 0.18355628043944427]",0.6603646225225049,2.3480998024209456,3.2148010495301307,0.9527557805522279,2.1090777147987154,True,0.0,True
C035,11,12,0.09768799509364857,1.3062240608849935,"[0.1, 7.264934885350417, 9.358968173625874, 3.609759374491433, 6.869289211912336, 0.0, 0.0, 7.9, 2.5538565761935037, 0.15]",0.48843997546824286,0.7655654416000265,0.6933916816281843,1.301441937141638,1.5852612920773517,True,0.0,True
C035,11,13,0.12603955832242053,0.4489354197309237,"[0.1929796669456446, 3.375200606916941, 10.0, 0.1, 10.0, 1.0, 1.0, 7.9, 4.0, 0.17550132472717922]",0.6301977916121027,2.2274918753333504,4.125359399288811,1.277861286292726,1.8965180239819137,True,0.0,True
C035,11,14,0.09794087040876731,1.2077774039316589,"[0.1, 5.430452896443339, 10.0, 10.0, 9.719392805554794, 0.0, 0.0, 7.9, 2.6690110342434443, 0.15]",0.48970435204383655,0.8279671376072409,0.7502738136498402,1.5290203532184645,1.4961223830787422,True,0.0,True
C035,11,15,0.09592859791395916,1.5856234657531865,"[10.0, 10.0, 10.0, 10.0, 0.1, 0.0, 0.0, 7.9, 2.3157273306911232, 0.15]",0.47964298956979584,0.630666751343132,0.6861898523976775,1.700467769746362,1.667735429233278,True,0.0,True
C035,11,16,0.09625765988584153,1.4838094380893188,"[0.1, 8.914554833851135, 8.406366791856101, 10.0, 7.840858016693104, 0.027090315659529192, 0.029950432839508788, 7.9, 2.405742274115819, 0.15010203134597763]",0.4812882994292077,0.6739409888696263,0.6634743775658926,1.3246336027994776,1.3246336027994776,True,0.0,True
C035,11,17,0.10763478325690143,0.5361798170513395,"[0.1, 0.1, 10.0, 3.5851293773290047, 8.177894181423689, 0.0, 0.0, 7.9, 4.0, 0.15]",0.5381739162845072,1.8650459569690392,3.5793876976304344,1.3531311644968222,1.1643901015855285,True,0.0,True
C035,11,18,0.10170219483073159,0.7974275198720487,"[0.7524198288579871, 9.384438045216758, 7.515315832774387, 3.0539685768374447, 7.483760352219415, 0.0, 0.0, 7.9, 3.322685568739794, 0.15]",0.508510974153658,1.2540324670014587,1.081318775762135,1.0917624503155807,1.3627561784060376,True,0.0,True
C035,11,19,0.15752513034094,0.34689632665810716,"[1.1793015377228766, 0.1, 10.0, 0.1, 8.267647123849246, 1.0, 1.0, 7.9, 4.0, 0.21702350248805974]",0.7876256517047001,2.8827056476316524,7.214154731398585,1.4005654823603537,1.4005654823603257,True,0.0,True
C035,11,20,0.0970666370936005,1.3642016678488347,"[0.18486989414434513, 9.007128871800145, 8.569521804309982, 10.0, 8.85031715926756, 0.0, 0.0, 7.9, 2.50991914927267, 0.1505151324859665]",0.4853331854680025,0.7330294512664447,0.6970596737169166,1.3645409442968561,1.5102876847502513,True,0.0,True
C035,11,21,0.09975675299497835,1.0055327547568442,"[1.0160904322298783, 9.872773273467107, 9.74418631609436, 3.6631312341853643, 9.999631493981035, 0.014292211789734765, 0.0, 7.9, 2.9335463272375173, 0.15]",0.49878376497489174,0.9944976881850237,0.9812708769301159,1.2700962321683469,1.813151587792601,True,0.0,True
C035,11,22,0.0970155212033397,1.4468062539031428,"[0.6175267587578853, 3.3228813451170764, 7.363685884900378, 7.632988183554279, 8.954574060428094, 0.5177367615142235, 0.5022798701797793, 7.9, 2.4151225766609947, 0.15]",0.48507760601669847,0.6911775486885237,0.9061933963700612,1.2170927717948141,1.5004453050626505,True,0.0,True
C035,11,23,0.10021031917657494,0.9481862081801278,"[2.1683155309476625, 10.0, 9.327121973308433, 3.4859849696876903, 9.399649503954727, 0.13190209993125954, 0.0, 7.9, 3.026265107003703, 0.15]",0.5010515958828747,1.0546451650244095,1.0537299306372343,1.3198191400689396,1.3755114305392602,True,0.0,True
C035,11,24,0.09896226755518063,1.0706726434335911,"[0.3639507314259115, 10.0, 8.497638392790302, 3.9972007086902184, 6.8854896899134745, 0.004894858617217168, 0.0, 7.9, 2.8527829396275983, 0.15]",0.49481133777590314,0.9339922955284,0.7802524438398172,1.1381658387957392,1.3088522718526463,True,0.0,True
C035,11,25,0.1664982082725565,0.3286344398670176,"[0.5884894031672534, 0.1, 10.0, 0.1, 3.8510293139103533, 0.0, 0.0, 7.9, 4.0, 0.22828250771280767]",0.8324910413627825,3.042894714274777,5.321107821253004,0.921133882123619,0.9211338821236733,True,0.0,True
C035,11,26,0.10234121394555962,0.7183389337531262,"[0.1, 10.0, 8.705627024500114, 5.104607951440033, 7.515137692574698, 0.0, 0.0, 7.9, 3.5179329742089496, 0.15]",0.5117060697277981,1.3921005155258273,0.8462343917932879,0.9901652331267423,1.0498583842514595,True,0.0,True
C035,11,27,0.1296635357807898,0.43363160565691156,"[0.37525171526217804, 0.1, 7.661999688892889, 0.1, 10.0, 0.11867195575714251, 0.0, 7.9, 4.0, 0.17839084826080834]",0.648317678903949,2.30610496779886,7.005336584804661,1.1513903472034581,1.4063121589675545,True,0.0,True
C035,11,28,0.09568973172844496,1.6328327293967548,"[0.1, 10.0, 9.221009006853892, 10.0, 8.90485333269575, 0.04355249246628747, 0.0, 7.9, 2.282919779320677, 0.15]",0.4784486586422248,0.6124326037789841,0.6727773929574348,1.5091911367061441,1.5045432984380422,True,0.0,True
C035,11,29,0.14203540936212528,0.3943915153644962,"[0.24083998161729578, 3.363682571518929, 10.0, 0.1, 5.948284419248143, 0.0, 0.042862014332392784, 7.9, 4.0, 0.19768246693400882]",0.7101770468106264,2.5355515041336556,3.716346872486269,0.9302551608794208,1.4078430650030223,True,0.0,True
C035,11,30,0.17079632125246524,0.3196848732027846,"[0.27134146675246296, 0.1, 9.970405873050261, 4.282126262309922, 5.798042925483788, 0.0, 0.0, 7.9, 3.9898516870871115, 0.23929113591701717]",0.8539816062623262,3.1280804436613847,4.382600397567139,1.3066017289130714,0.9002165972811064,True,0.0,True
C035,11,31,0.16084098106909855,0.33817641854983166,"[0.1, 0.1, 9.85158143133954, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.22193010302972005]",0.8042049053454927,2.957036461289053,7.188309969832951,1.414043199558349,1.4332582727421699,True,0.0,True
C035,11,32,0.09564248173981564,1.7017873027922485,"[0.5633977518682731, 10.0, 7.87366845588918, 5.444918313727304, 6.477035990692094, 0.5810681437536429, 0.5698742961390728, 7.9, 2.2299993990550377, 0.15]",0.4782124086990782,0.5876174997658202,0.6823040749573934,1.4972798683723016,1.4972798683723016,True,0.0,True
C035,11,33,0.09813585465784289,1.1549602328895572,"[1.7545705436133074, 9.053446681024253, 8.082785859322055, 5.271399728690403, 6.761596153002556, 0.8069209967861358, 0.7623210825215344, 7.9, 2.7411679554626764, 0.15]",0.49067927328921446,0.8658306766962295,0.7504213849659443,1.2272284692650552,1.2351015346459235,True,0.0,True
C035,11,34,0.1639435217820221,0.33474047959862174,"[1.0738348201069106, 0.1, 10.0, 0.1, 3.3895587773962843, 0.0, 0.0, 7.9, 4.0, 0.22466467256188277]",0.8197176089101105,2.9873889205126103,5.225974708743915,0.9240527876185999,0.924052787618595,True,0.0,True
C035,11,35,0.09888525203540581,1.1194654284202539,"[2.5142784405033494, 10.0, 6.357147989915217, 2.4879840998470506, 5.437655039552828, 1.0, 1.0, 7.9, 2.784435869528017, 0.15]",0.49442626017702906,0.8932835035479042,1.0832947250558365,1.0411820874903261,0.9990198680178619,True,0.0,True
C035,11,36,0.10230766943512451,0.7605432283481882,"[0.1, 10.0, 9.522763649658971, 3.887384318487369, 10.0, 0.02293087141713757, 0.179646516051339, 7.9, 3.399471314358181, 0.15]",0.5115383471756225,1.3148496531510565,1.0994822649351277,0.9560938864300949,1.6446198086607096,True,0.0,True
C035,11,37,0.17526802308764178,0.30624738222964065,"[0.16139182478988956, 0.1, 10.0, 0.1, 10.0, 1.0, 1.0, 7.9, 4.0, 0.24180701796070508]",0.8763401154382089,3.265334033941706,8.318913952813475,1.417304880122751,1.4295621884450025,True,0.0,True
C035,11,38,0.1727050622184059,0.3115322936266514,"[0.1, 0.1, 10.0, 0.1, 9.646481230819422, 0.0, 0.0, 7.9, 4.0, 0.23827482001652933]",0.8635253110920295,3.2099400943596126,7.9190805670242,1.4141630811488803,1.4141630811488621,True,0.0,True
C035,11,39,0.17884031464770364,0.3010827741644897,"[3.0967473989290055, 0.1, 9.300843717598175, 4.983033320803057, 10.0, 1.0, 1.0, 7.9, 4.0, 0.25]",0.8942015732385182,3.321345775343736,8.288402609638807,1.0421599628450449,1.3879746310173613,True,0.0,True
C035,29,0,0.12535232981621566,0.5018008855584908,"[10.0, 0.1, 10.0, 0.1, 0.14439168625574783, 0.0, 0.0, 4.8, 4.0, 0.15]",0.6267616490810783,1.9928223101619822,11.320303945560514,0.9160443310355331,0.9001940411975511,True,0.0,True
C035,29,1,0.09511357690206178,1.762702992376796,"[6.655035437588615, 10.0, 7.190404026009849, 10.0, 0.1, 0.05012611318921824, 0.15089293494012654, 7.9, 2.2, 0.15]",0.4755678845103089,0.5673105476786072,0.6582090995407993,1.085005487486121,1.170525793139308,True,0.0,True
C035,29,2,0.10864075618433995,0.5272575814735572,"[2.2400833737996324, 0.1, 3.1366663044711967, 0.1, 0.1, 0.04691071489731785, 0.061408010806147745, 7.9, 4.0, 0.15]",0.5432037809216997,1.8966062037557476,2.920718262422537,1.288209378243099,1.3201525837222645,True,0.0,True
C035,29,3,0.10597282904086322,0.5481724525300092,"[8.172376898128785, 5.307016353496987, 10.0, 3.795026369138781, 0.1, 0.0, 0.0, 7.874781591186031, 4.0, 0.15]",0.5298641452043161,1.824243439057631,1.0473206279032157,1.2201330890680675,1.322208351142782,True,0.0,True
C035,29,4,0.10015704210969693,0.9262437530374639,"[6.134083721143505, 3.7082603963942145, 5.025693498328904, 3.4852859505171323, 0.1, 0.0, 0.0, 7.9, 3.0623170455838746, 0.15]",0.5007852105484847,1.0796294136620783,0.8930265968756664,1.8865918343835133,1.4080168658136967,True,0.0,True
C035,29,5,0.09589436305873725,1.6239965443898348,"[8.88983445978778, 10.0, 7.046552210779879, 5.097949178097667, 0.10357720672989362, 0.15036120906575937, 0.002712599780087382, 7.9, 2.2836351320951858, 0.15]",0.4794718152936862,0.6157648570463666,0.7809315525241721,2.0389249253386827,1.3072602031236535,True,0.0,True
C035,29,6,0.1199138585369383,0.5095523475254394,"[10.0, 0.1, 10.0, 0.1, 0.1277140975226841, 0.04288763932646234, 0.11714413200916467, 5.48627013524999, 4.0, 0.15]",0.5995692926846915,1.9625069040626388,9.049499781463467,0.9814037546885059,0.9677200323344487,True,0.0,True
C035,29,7,0.09694765803200431,1.4188642725721616,"[8.420132116591775, 10.0, 7.76857442511453, 6.49573984954315, 0.11003418637064515, 0.0, 0.0, 7.6741969024189425, 2.4583298867547647, 0.15]",0.4847382901600215,0.7047890480653013,0.7468368916399052,1.5289537264913924,1.3108864912703098,True,0.0,True
C035,29,8,0.09823836596994169,1.1803277909660035,"[4.36102717373357, 5.428405519240673, 5.322892244261718, 2.157345659579639, 0.1, 0.0, 0.0, 7.9, 2.701607850721987, 0.15]",0.49119182984970844,0.8472222781279938,0.7550676706829141,1.234401714635565,1.490179308761538,True,0.0,True
C035,29,9,0.09633167628093396,1.5146637903594793,"[9.524426628384795, 10.0, 8.681945716868977, 6.184999964901139, 0.1, 0.030330755080784817, 0.0, 7.9, 2.3685732502525987, 0.15]",0.4816583814046698,0.6602125213296789,0.7373928442748062,1.783264264804647,1.5591781708149275,True,0.0,True
C035,29,10,0.10299612437392594,0.7115979227495293,"[10.0, 7.987936878603835, 9.144299156662706, 2.585876052969123, 0.1067994740044641, 0.0, 0.0, 7.9, 3.5032607483662157, 0.15]",0.5149806218696297,1.4052879695546603,1.2416593710328587,1.345544116354945,1.2052563895692188,True,0.0,True
C035,29,11,0.11318061710876655,0.5190720000393116,"[10.0, 0.1, 9.703710184103468, 0.1, 0.38878120289275353, 0.0, 0.03927089949613479, 6.708995812677956, 4.0, 0.15]",0.5659030855438327,1.9265150112590652,6.519599026890473,1.2776564238125299,1.2111389977342555,True,0.0,True
